Image Name,x1,y1,x2,y2
antweb1041392_p_1.jpg,102,304,594,151
focol0759_p_1.jpg,637,214,1180,298
casent0281615_p_1.jpg,383,117,799,292
focol2012_p_1.jpg,466,156,771,330
focol0425_p_1.jpg,596,315,1110,500
casent0913664_p_1.jpg,372,177,796,350
casent0863363_p_1.jpg,393,403,925,410
casent0102250_p_1.jpg,542,81,791,183
casent0902985_p_1.jpg,315,309,781,358
casent0902183_p_1.jpg,477,143,862,269
casent0281893_p_1.jpg,326,136,683,269
casent0648728_p_1.jpg,459,287,899,472
casent0249403_p_1.jpg,192,118,514,250
casent0910341_p_1.jpg,220,194,594,290
casent0281741_p_1.jpg,423,192,678,298
casent0846669_p_1.jpg,407,165,980,262
casent0907670_p_1.jpg,365,136,683,261
casent0903122_p_1.jpg,565,291,905,436
casent0901899_p_1.jpg,432,301,897,385
inbiocri002281527_p_1.jpg,253,251,505,272
casent0217464_p_1.jpg,407,128,751,253
casent0217616_p_1.jpg,287,155,531,298
casent0907275_p_1.jpg,246,128,615,234
casent0922082_p_1.jpg,334,163,614,266
casent0900894_p_1.jpg,403,122,766,248
casent0249176_p_1.jpg,215,182,526,222
casent0005967_p_1.jpg,257,220,689,268
casent0250602_p_1.jpg,562,166,1004,273
focol1178_p_1.jpg,439,150,779,416
casent0103670_p_1.jpg,190,207,668,312
casent0649829_p_1.jpg,427,337,899,378
casent0901202_p_1.jpg,326,190,712,307
casent0039757_p_1.jpg,419,135,773,276
casent0814443_p_1.jpg,197,195,592,329
casent0217119_p_1.jpg,205,175,571,294
casent0905850_p_1.jpg,541,225,1089,284
casent0907153_p_1.jpg,447,175,819,360
casent0280719_p_1.jpg,491,108,827,235
casent0149041_p_1.jpg,311,215,707,301
casent0249219_p_1.jpg,263,167,661,259
casent0882161_p_1.jpg,333,301,835,443
casent0908654_p_1.jpg,376,193,758,277
casent0907517_p_1.jpg,469,298,807,421
casent0914367_p_1.jpg,329,144,633,258
jtlc000002537_p_1.jpg,394,170,930,320
casent0281553_p_1.jpg,278,212,696,275
casent0911888_p_1.jpg,334,202,738,351
casent0905886_p_1.jpg,453,222,842,275
casent0912965_p_1.jpg,335,185,767,242
casent0121780_p_1.jpg,331,137,546,241
focol1022_p_1.jpg,208,255,504,325
csironc0106_p_1.jpg,167,172,633,222
casent0902765_p_1.jpg,168,130,561,212
casent0138289_p_1.jpg,306,151,602,244
casent0235190_p_1.jpg,519,201,988,284
casent0902614_p_1.jpg,208,143,628,202
casent0246670_p_1.jpg,165,141,638,323
focol0935_p_1.jpg,520,259,956,291
casent0105556_p_1.jpg,359,339,1038,387
casent0915946_p_1.jpg,283,137,654,256
ecofog-csg15-0265-15_p_1.jpg,442,216,927,390
casent0281065_p_1.jpg,225,142,678,279
casent0908718_p_1.jpg,306,229,627,284
casent0923292_p_1.jpg,562,272,960,401
casent0256993_p_1.jpg,354,242,685,278
casent0217569_p_1.jpg,221,166,580,197
casent0732640_p_1.jpg,287,176,616,202
casent0617860_p_1.jpg,295,176,659,311
casent0282933_p_1.jpg,481,161,805,319
anic32-066653_p_1.jpg,462,177,927,347
casent0005857_p_1.jpg,294,140,674,233
casent0257620_p_1.jpg,238,175,554,282
casent0908524_p_1.jpg,397,184,678,239
csironc0126_p_1.jpg,158,233,569,287
casent0813052_p_1.jpg,413,175,714,318
casent0911678_p_1.jpg,390,220,791,390
jtlc000016492_p_1.jpg,338,120,748,249
casent0904906_p_1.jpg,556,178,927,331
casent0172010_p_1.jpg,311,147,691,292
casent0104950_p_1.jpg,280,218,673,265
antweb1048525_p_1.jpg,551,466,1004,559
casent0628099_p_1.jpg,249,212,532,382
casent0922889_p_1.jpg,229,274,452,361
casent0912117_p_1.jpg,209,134,630,293
focol2554_p_1.jpg,291,251,613,558
casent0900552_p_1.jpg,199,245,599,339
casent0912933_p_1.jpg,265,197,719,286
casent0102958_p_1.jpg,415,377,790,440
casent0235197_p_1.jpg,473,165,834,340
casent0907823_p_1.jpg,352,143,636,261
casent0872263_p_1.jpg,202,134,831,210
casent0101574_p_1.jpg,431,172,875,386
casent0252721_p_1.jpg,349,102,688,225
casent0905060_p_1.jpg,401,306,803,392
casent0181806_p_1.jpg,218,95,592,167
focol0348_p_1.jpg,385,238,784,246
casent0869801_p_1.jpg,504,372,896,585
casent0249188_p_1.jpg,174,159,544,250
casent0919599_p_1.jpg,429,245,946,341
casent0917242_p_1.jpg,303,199,715,273
casent0499276_p_1.jpg,224,98,576,218
casent0068044_p_1.jpg,249,186,650,255
casent0913456_p_1.jpg,324,237,670,330
casent0909650_p_1.jpg,470,149,842,263
casent0405914_p_1.jpg,693,142,1199,313
casent0906192_p_1.jpg,427,187,811,273
casent0107191_p_1.jpg,345,144,744,214
casent0101459_p_1.jpg,698,201,1011,339
casent0917193_p_1.jpg,322,180,660,319
casent0235008_p_1.jpg,394,155,662,294
ecofog-gal18-0034-12_p_1.jpg,340,278,827,280
ecofog-it14-0304-30_p_1.jpg,580,370,1085,492
casent0922594_p_1.jpg,185,212,496,234
casent0227023_p_1.jpg,255,153,645,296
casent0643899_p_1.jpg,428,240,915,353
casent0900202_p_1.jpg,456,197,830,284
fmnhins0000047364_p_1.jpg,295,191,634,300
casent0005872_p_1.jpg,305,135,769,212
casent0908292_p_1.jpg,674,234,1020,351
casent0178865_p_1.jpg,186,115,448,182
casent0904559_p_1.jpg,452,248,951,405
casent0280821_p_1.jpg,213,153,608,220
casent0178800_p_1.jpg,177,168,532,218
casent0911104_p_1.jpg,432,279,861,466
casent0029042_p_1.jpg,250,159,677,250
casent0909414_p_1.jpg,245,198,638,310
antweb1008068_p_1.jpg,280,126,659,205
casent0634195_p_1.jpg,807,392,1069,591
casent0054498_p_1.jpg,205,150,518,203
casent0915970_p_1.jpg,193,186,557,275
casent0913230_p_1.jpg,435,225,865,341
casent0101045_p_1.jpg,314,189,682,270
casent0904306_p_1.jpg,401,184,740,295
casent0812194_p_1.jpg,441,184,737,327
casent0281458_p_1.jpg,208,163,601,321
casent0217467_p_1.jpg,465,148,726,217
casent0908632_p_1.jpg,445,247,809,314
casent0173527_p_1.jpg,180,153,615,238
casent0845941_p_1.jpg,301,170,798,225
casent0914407_p_1.jpg,203,115,600,229
casent0903266_p_1.jpg,573,273,1019,453
casent0317076_p_1.jpg,240,171,657,238
casent0922517_p_1.jpg,389,146,750,287
casent0866543_p_1.jpg,580,234,948,426
casent0219471_p_1.jpg,242,133,580,274
